ts,replica,success,latency_ms
1766857025.6069458,localhost:50052,True,0.027499976567924023
1766857025.7626765,localhost:50052,True,0.018900027498602867
1766857025.91879,localhost:50052,True,0.01780001912266016
1766857026.0729508,localhost:50052,True,0.017600017599761486
1766857026.228753,localhost:50052,True,0.024999957531690598
1766857026.3842509,localhost:50052,True,0.015199999324977398
1766857026.5385878,localhost:50052,True,0.013899989426136017
1766857026.6942563,localhost:50052,True,0.016200006939470768
1766857026.8491921,localhost:50052,True,0.016200006939470768
1766857027.0068674,localhost:50052,True,0.03400002606213093
1766857027.1621494,localhost:50052,True,0.01810002140700817
1766857027.3190207,localhost:50052,True,0.045199994929134846
1766857027.4753368,localhost:50052,True,0.019900035113096237
1766857027.6344664,localhost:50052,True,0.021300045773386955
1766857027.793083,localhost:50052,True,0.02819998189806938
1766857027.950728,localhost:50052,True,0.023300061002373695
1766857028.1071663,localhost:50052,True,0.018000020645558834
1766857028.2634878,localhost:50052,True,0.02110004425048828
1766857028.4206388,localhost:50052,True,0.028699985705316067
1766857028.5768986,localhost:50052,True,0.02119992859661579
1766857028.7346325,localhost:50052,True,0.02310005947947502
1766857028.8912115,localhost:50052,True,0.0347999157384038
1766857029.0477488,localhost:50052,True,0.02050003968179226
1766857029.2043254,localhost:50052,True,0.02080004196614027
1766857029.3610914,localhost:50052,True,0.021400046534836292
1766857029.5184388,localhost:50052,True,0.02089992631226778
1766857029.675373,localhost:50052,True,0.02219993621110916
1766857029.8315399,localhost:50052,True,0.023000058718025684
1766857029.9884975,localhost:50052,True,0.022600055672228336
1766857030.1449533,localhost:50052,True,0.02159993164241314
1766857030.3011281,localhost:50052,True,0.021900050342082977
1766857030.4574232,localhost:50052,True,0.02180004958063364
1766857030.6138363,localhost:50052,True,0.02150004729628563
1766857030.7707431,localhost:50052,True,0.02129992935806513
1766857030.9277923,localhost:50052,True,0.022499938495457172
1766857031.0843625,localhost:50052,True,0.02489995677024126
1766857031.2407844,localhost:50052,True,0.025699962861835957
1766857031.397404,localhost:50052,True,0.0271000899374485
1766857031.5545325,localhost:50052,True,0.020999927073717117
1766857031.7116985,localhost:50052,True,0.020999927073717117
1766857031.8687248,localhost:50052,True,0.02729997504502535
1766857032.026246,localhost:50052,True,0.02259993925690651
1766857032.1843493,localhost:50052,True,0.053200055845081806
1766857032.3411233,localhost:50052,True,0.02019992098212242
1766857032.4972732,localhost:50052,True,0.02089992631226778
1766857032.6538148,localhost:50052,True,0.021200045011937618
1766857032.8087323,localhost:50052,True,0.02320006024092436
1766857032.9642692,localhost:50052,True,0.017499900422990322
1766857033.1203346,localhost:50052,True,0.023700064048171043
1766857033.275853,localhost:50052,True,0.022399937734007835
1766857033.4318044,localhost:50052,True,0.03350002225488424
1766857033.5891967,localhost:50052,True,0.02410006709396839
1766857033.747693,localhost:50052,True,0.025600078515708447
1766857033.9057071,localhost:50052,True,0.02889998722821474
1766857034.062862,localhost:50052,True,0.02389994915574789
1766857034.2203054,localhost:50052,True,0.02389994915574789
1766857034.3778517,localhost:50052,True,0.023799948394298553
1766857034.535796,localhost:50052,True,0.034400029107928276
1766857034.6929588,localhost:50052,True,0.024400069378316402
1766857034.850986,localhost:50052,True,0.025499961338937283
1766857035.008728,localhost:50052,True,0.02510007470846176
1766857035.1640365,localhost:50052,True,0.02489995677024126
1766857035.3208623,localhost:50052,True,0.022499938495457172
1766857035.4773817,localhost:50052,True,0.02519995905458927
1766857035.6336157,localhost:50052,True,0.022900057956576347
1766857035.7901423,localhost:50052,True,0.021399930119514465
1766857035.9478655,localhost:50052,True,0.028600101359188557
1766857036.1044095,localhost:50052,True,0.024999957531690598
1766857036.2613654,localhost:50052,True,0.02459995448589325
1766857036.4185638,localhost:50052,True,0.024799956008791924
1766857036.5757174,localhost:50052,True,0.023700064048171043
1766857036.731923,localhost:50052,True,0.023699947632849216
1766857036.8881445,localhost:50052,True,0.13770000077784061
1766857037.044857,localhost:50052,True,0.027999980375170708
1766857037.2006762,localhost:50052,True,0.023400061763823032
1766857037.366121,localhost:50052,True,0.02619996666908264
1766857037.5223522,localhost:50052,True,0.022499938495457172
1766857037.6789699,localhost:50052,True,0.04529999569058418
1766857037.8365703,localhost:50052,True,0.027799978852272034
1766857037.9945416,localhost:50052,True,0.02519995905458927
1766857038.1521223,localhost:50052,True,0.024699955247342587
1766857038.3096411,localhost:50052,True,0.02719997428357601
1766857038.4669216,localhost:50052,True,0.024799956008791924
1766857038.6235363,localhost:50052,True,0.02619996666908264
1766857038.7805927,localhost:50052,True,0.023799948394298553
1766857038.9380348,localhost:50052,True,0.025799963623285294
1766857039.0982015,localhost:50052,True,0.03060000017285347
1766857039.2555342,localhost:50052,True,0.024499953724443913
1766857039.4132013,localhost:50052,True,0.02429995220154524
1766857039.5708988,localhost:50052,True,0.024600070901215076
1766857039.7289367,localhost:50052,True,0.02659996971487999
1766857039.8860002,localhost:50052,True,0.024600070901215076
1766857040.044291,localhost:50052,True,0.02529995981603861
1766857040.2017577,localhost:50052,True,0.025700079277157784
1766857040.3590324,localhost:50052,True,0.04069996066391468
1766857040.5166996,localhost:50052,True,0.024099950678646564
1766857040.6740491,localhost:50052,True,0.024999957531690598
1766857040.8318107,localhost:50052,True,0.028699985705316067
1766857040.989217,localhost:50052,True,0.023300061002373695
1766857041.146685,localhost:50052,True,0.023099943064153194
